document_char_count,document_sentence_count,document_sentence_density,document_stopword_count,document_word_count,summary_char_count,summary_sentence_count,summary_sentence_density,summary_stopword_count,summary_word_count
10707,160,0.06739679865206402,1309,2374,264,3,0.05263157894736842,26,57
8040,97,0.05581127733026467,936,1738,216,3,0.07894736842105263,15,38
7701,122,0.07084785133565621,948,1722,244,3,0.06818181818181818,13,44
9854,95,0.045871559633027525,1025,2071,531,5,0.045454545454545456,48,110
15182,208,0.06295399515738499,1705,3304,211,2,0.058823529411764705,13,34
6727,72,0.052593133674214754,729,1369,392,5,0.06329113924050633,32,79
13035,101,0.03928432516530533,1302,2571,345,4,0.05714285714285714,29,70
7703,90,0.051605504587155966,928,1744,374,5,0.06097560975609756,42,82
13193,207,0.07009820521503556,1560,2953,168,3,0.08571428571428572,14,35
3646,46,0.06451612903225806,345,713,302,5,0.0847457627118644,26,59
10121,135,0.05939287285525737,1239,2273,464,4,0.04,44,100
6530,107,0.07409972299168975,742,1444,323,3,0.043478260869565216,33,69
8349,86,0.047097480832420595,987,1826,187,3,0.075,18,40
2890,30,0.0544464609800363,265,551,422,5,0.06097560975609756,43,82
7759,90,0.05363528009535161,922,1678,248,3,0.06976744186046512,13,43
3924,33,0.04219948849104859,402,782,341,6,0.09090909090909091,33,66
7908,79,0.04630715123094959,904,1706,340,3,0.04838709677419355,26,62
6234,115,0.0801952580195258,797,1434,350,6,0.07228915662650602,42,83
7194,115,0.07424144609425436,800,1549,277,3,0.05357142857142857,23,56
3219,26,0.040061633281972264,295,649,423,6,0.07142857142857142,32,84
8694,79,0.04208843899840171,1020,1877,550,5,0.04424778761061947,52,113
8744,98,0.04962025316455696,1153,1975,236,3,0.061224489795918366,24,49
5348,117,0.0989010989010989,598,1183,242,4,0.08695652173913043,21,46
6508,79,0.05817378497790869,694,1358,467,4,0.047058823529411764,37,85
5669,42,0.03511705685618729,663,1196,357,4,0.058823529411764705,29,68
12138,95,0.03653846153846154,1421,2600,210,3,0.07692307692307693,15,39
8236,90,0.0501952035694367,976,1793,276,3,0.05454545454545454,24,55
9329,110,0.06128133704735376,888,1795,242,5,0.10869565217391304,19,46
12110,147,0.05420353982300885,1484,2712,156,4,0.12121212121212122,13,33
15047,156,0.05172413793103448,1484,3016,200,2,0.058823529411764705,11,34
7868,107,0.06100342075256556,987,1754,166,2,0.05555555555555555,18,36
16482,217,0.0610236220472441,1884,3556,248,3,0.06976744186046512,15,43
10154,143,0.06556625401192114,1130,2181,263,3,0.06,21,50
2911,51,0.0816,306,625,206,3,0.0625,21,48
3387,25,0.03949447077409163,274,633,323,6,0.08695652173913043,32,69
2506,28,0.04770017035775128,318,587,187,3,0.07317073170731707,18,41
26736,292,0.05268856008661133,2868,5542,649,8,0.06299212598425197,58,127
11475,159,0.06227967097532315,1395,2553,221,2,0.05,13,40
11251,116,0.046270442760271244,1345,2507,227,3,0.06818181818181818,16,44
14848,118,0.03661185231151101,1840,3223,316,4,0.05714285714285714,38,70
4982,34,0.031164069660861594,587,1091,335,3,0.04477611940298507,28,67
12299,124,0.046686746987951805,1382,2656,231,3,0.0625,25,48
4573,83,0.07764265668849392,564,1069,260,4,0.07142857142857142,23,56
5835,76,0.06529209621993128,623,1164,242,4,0.09302325581395349,16,43
12493,116,0.040502793296089384,1583,2864,361,4,0.05128205128205128,38,78
13163,114,0.04031117397454031,1507,2828,279,3,0.061224489795918366,20,49
3159,28,0.04430379746835443,303,632,424,6,0.06976744186046512,37,86
13286,158,0.054035567715458276,1664,2924,238,4,0.09523809523809523,13,42
10906,207,0.08250298923874054,1321,2509,273,3,0.05357142857142857,27,56
3178,59,0.08321579689703808,401,709,306,3,0.05263157894736842,29,57
7099,124,0.07818411097099622,843,1586,164,3,0.09375,12,32
3212,27,0.037552155771905425,409,719,302,4,0.06451612903225806,30,62
6901,90,0.06016042780748663,818,1496,396,6,0.07142857142857142,40,84
5874,74,0.05929487179487179,667,1248,337,4,0.06349206349206349,22,63
8394,98,0.05223880597014925,1030,1876,369,4,0.05128205128205128,32,78
3741,45,0.05798969072164949,387,776,544,5,0.04716981132075472,48,106
3853,35,0.03897550111358575,507,898,276,4,0.06666666666666667,25,60
9763,111,0.05265654648956357,1120,2108,264,3,0.05263157894736842,24,57
2492,37,0.06678700361010831,270,554,404,5,0.06578947368421052,28,76
10308,129,0.06036499766027141,1085,2137,443,4,0.05,39,80
13329,83,0.030774935113088618,1466,2697,396,4,0.05,40,80
14927,161,0.04839194469492035,1941,3327,516,7,0.07142857142857142,36,98
3083,26,0.04220779220779221,316,616,320,5,0.09090909090909091,23,55
1735,16,0.04071246819338423,221,393,243,3,0.06,24,50
6168,72,0.057097541633624106,631,1261,311,3,0.05,27,60
10981,130,0.05009633911368015,1487,2595,496,7,0.05982905982905983,66,117
12576,133,0.04818840579710145,1534,2760,161,2,0.0625,13,32
4719,67,0.06302916274694262,574,1063,241,4,0.0784313725490196,19,51
14438,144,0.0463768115942029,1619,3105,331,3,0.043478260869565216,33,69
7153,70,0.04450095359186268,902,1573,508,5,0.05319148936170213,41,94
3512,31,0.04172274562584118,372,743,406,8,0.09195402298850575,40,87
12369,227,0.07687097866576363,1617,2953,260,2,0.03636363636363636,23,55
15203,192,0.05579773321708806,1837,3441,371,4,0.05063291139240506,37,79
8511,88,0.04782608695652174,971,1840,219,3,0.07317073170731707,13,41
434,13,0.13131313131313133,38,99,175,3,0.08823529411764706,11,34
3361,24,0.03767660910518053,285,637,473,5,0.060240963855421686,27,83
7667,71,0.040455840455840456,989,1755,393,3,0.033707865168539325,41,89
12046,92,0.03557617942768755,1460,2586,251,3,0.05660377358490566,23,53
1065,14,0.06542056074766354,106,214,155,2,0.09090909090909091,5,22
3983,52,0.06110458284371328,491,851,242,3,0.075,13,40
8549,116,0.05811623246492986,1080,1996,504,6,0.06315789473684211,38,95
7669,95,0.05575117370892019,902,1704,338,4,0.058823529411764705,33,68
2462,26,0.05128205128205128,264,507,321,4,0.06451612903225806,32,62
6336,96,0.07090103397341212,659,1354,422,5,0.06493506493506493,37,77
11073,73,0.03294223826714802,1100,2216,357,4,0.06153846153846154,26,65
557,9,0.06923076923076923,74,130,255,3,0.0625,19,48
7452,87,0.05616526791478373,798,1549,381,4,0.06557377049180328,24,61
6266,67,0.05185758513931889,655,1292,439,4,0.044444444444444446,40,90
4481,45,0.04504504504504504,532,999,346,6,0.09090909090909091,26,66
7311,77,0.05143620574482298,785,1497,414,4,0.04878048780487805,42,82
10962,156,0.060653188180404355,1381,2572,219,4,0.07547169811320754,28,53
3384,37,0.052781740370898715,318,701,333,6,0.07894736842105263,39,76
5387,85,0.07258753202391119,576,1171,174,2,0.06451612903225806,12,31
3658,36,0.05217391304347826,340,690,417,6,0.075,40,80
7124,117,0.07317073170731707,844,1599,427,4,0.04938271604938271,29,81
3198,32,0.050314465408805034,306,636,404,6,0.08333333333333333,28,72
12427,264,0.09499820079165168,1443,2779,274,4,0.07547169811320754,21,53
5011,56,0.052434456928838954,547,1068,435,4,0.045454545454545456,43,88
12187,119,0.043510054844606946,1478,2735,314,4,0.06060606060606061,25,66
2751,33,0.05799648506151142,301,569,476,9,0.08737864077669903,52,103
11806,136,0.055692055692055695,1297,2442,267,3,0.058823529411764705,18,51
7754,68,0.038901601830663615,989,1748,292,4,0.06349206349206349,32,63
9947,100,0.04462293618920125,1229,2241,306,3,0.046153846153846156,33,65
2683,33,0.05490848585690516,314,601,182,3,0.10714285714285714,9,28
5364,56,0.04886561954624782,629,1146,375,6,0.07142857142857142,47,84
5049,70,0.059322033898305086,616,1180,307,3,0.047619047619047616,26,63
11025,94,0.03967918953144787,1311,2369,343,3,0.04838709677419355,26,62
6747,54,0.03508771929824561,826,1539,229,3,0.058823529411764705,24,51
3487,27,0.041474654377880185,278,651,469,5,0.06493506493506493,22,77
11846,153,0.06309278350515464,1212,2425,281,3,0.05454545454545454,23,55
12073,149,0.05618401206636501,1385,2652,542,6,0.05042016806722689,59,119
8236,64,0.04048070841239722,786,1581,456,5,0.056818181818181816,45,88
4444,61,0.07270560190703218,368,839,540,6,0.05555555555555555,49,108
3670,70,0.08139534883720931,441,860,242,3,0.075,12,40
8602,92,0.052873563218390804,886,1740,399,4,0.056338028169014086,24,71
7580,70,0.042971147943523635,887,1629,178,4,0.12121212121212122,14,33
3300,39,0.05660377358490566,332,689,403,5,0.058823529411764705,35,85
3451,32,0.049766718506998445,293,643,403,6,0.08695652173913043,23,69
7375,105,0.061260210035005834,908,1714,338,4,0.05405405405405406,39,74
7616,66,0.03942652329749104,906,1674,456,5,0.05319148936170213,45,94
9437,106,0.05268389662027833,1102,2012,447,4,0.045454545454545456,44,88
10994,122,0.05154203633291086,1206,2367,271,2,0.03636363636363636,24,55
8036,75,0.042710706150341685,957,1756,471,4,0.044444444444444446,35,90
8368,85,0.045797413793103446,1014,1856,258,3,0.05084745762711865,31,59
9397,98,0.04637955513487932,1180,2113,437,5,0.05555555555555555,46,90
8275,90,0.051165434906196704,974,1759,472,4,0.0449438202247191,35,89
5291,71,0.0611541774332472,622,1161,452,5,0.05434782608695652,41,92
4210,46,0.04983748645720477,496,923,207,4,0.10810810810810811,15,37
13853,163,0.05280207321023648,1596,3087,281,4,0.06666666666666667,27,60
646,2,0.013157894736842105,75,152,259,3,0.05555555555555555,22,54
9194,84,0.039961941008563276,1190,2102,242,3,0.06666666666666667,20,45
5940,75,0.05470459518599562,776,1371,237,4,0.07407407407407407,29,54
11890,155,0.0602878257487359,1455,2571,376,4,0.05333333333333334,34,75
13646,99,0.033997252747252744,1594,2912,380,4,0.04878048780487805,44,82
8475,104,0.057938718662952644,962,1795,430,6,0.06976744186046512,39,86
8649,100,0.05293806246691371,1026,1889,367,4,0.056338028169014086,25,71
2756,30,0.04966887417218543,307,604,112,3,0.1111111111111111,11,27
10153,83,0.03835489833641405,1171,2164,443,5,0.05555555555555555,43,90
14651,177,0.05376670716889429,1796,3292,214,2,0.05128205128205128,12,39
23481,258,0.04670528602461984,3167,5524,154,2,0.06666666666666667,9,30
4611,69,0.06865671641791045,452,1005,309,3,0.04411764705882353,33,68
3557,28,0.042748091603053436,293,655,431,6,0.07317073170731707,37,82
5956,72,0.05629397967161845,676,1279,333,4,0.057971014492753624,28,69
3326,28,0.04314329738058552,325,649,370,5,0.06666666666666667,39,75
5888,76,0.05600589535740604,768,1357,205,2,0.04878048780487805,20,41
3580,29,0.04380664652567976,282,662,454,6,0.06741573033707865,37,89
3034,35,0.059726962457337884,283,586,376,5,0.07246376811594203,29,69
1664,18,0.05217391304347826,164,345,159,2,0.06451612903225806,11,31
2941,32,0.0460431654676259,392,695,347,6,0.07894736842105263,36,76
3202,41,0.06436420722135008,317,637,342,5,0.07462686567164178,29,67
10456,129,0.061079545454545456,1024,2112,341,5,0.08196721311475409,21,61
4619,49,0.05088265835929388,499,963,393,6,0.07894736842105263,32,76
7921,115,0.06865671641791045,917,1675,388,4,0.04878048780487805,39,82
24046,266,0.05176104300447558,2593,5139,177,2,0.05263157894736842,18,38
11218,143,0.05773112636253532,1396,2477,283,4,0.06451612903225806,29,62
12953,201,0.06825127334465195,1523,2945,371,4,0.05333333333333334,32,75
4851,68,0.0640904806786051,601,1061,272,3,0.05172413793103448,22,58
6679,86,0.05740987983978638,785,1498,218,3,0.06818181818181818,18,44
5667,54,0.04639175257731959,614,1164,345,4,0.05714285714285714,37,70
9052,92,0.047545219638242896,1082,1935,356,4,0.057971014492753624,31,69
8978,101,0.05745164960182025,902,1758,528,5,0.04716981132075472,41,106
4857,56,0.048993875765529306,626,1143,322,4,0.06060606060606061,28,66
3481,26,0.0348993288590604,391,745,355,4,0.06451612903225806,22,62
8128,90,0.05434782608695652,867,1656,359,4,0.06666666666666667,21,60
5619,54,0.046672428694900604,570,1157,350,4,0.0547945205479452,30,73
14834,235,0.07177764202810018,1790,3274,283,4,0.06779661016949153,27,59
7855,72,0.042328042328042326,883,1701,387,4,0.04938271604938271,38,81
8023,77,0.045887961859356376,859,1678,458,4,0.044444444444444446,39,90
8357,118,0.06194225721784777,1014,1905,237,3,0.06521739130434782,20,46
15487,210,0.059338796270132804,2006,3539,177,3,0.06666666666666667,19,45
13658,135,0.04620123203285421,1564,2922,236,2,0.044444444444444446,18,45
3296,28,0.04409448818897638,287,635,389,6,0.08108108108108109,30,74
7339,55,0.036279683377308705,831,1516,538,5,0.04807692307692308,51,104
8315,118,0.06035805626598466,1041,1955,291,3,0.05172413793103448,29,58
535,11,0.10185185185185185,39,108,279,3,0.05454545454545454,25,55
8001,123,0.06871508379888268,1097,1790,265,5,0.09090909090909091,27,55
8234,90,0.05027932960893855,883,1790,394,5,0.058823529411764705,40,85
10834,211,0.08661740558292283,1163,2436,250,3,0.058823529411764705,19,51
14033,125,0.04567044208987943,1361,2737,468,5,0.05952380952380952,35,84
12089,125,0.05034232782923882,1315,2483,259,3,0.07142857142857142,17,42
2844,34,0.05872193436960276,284,579,378,6,0.07792207792207792,29,77
4938,67,0.06220984215413185,592,1077,283,3,0.05172413793103448,24,58
11430,151,0.05638536221060493,1532,2678,169,6,0.20689655172413793,12,29
11070,148,0.058637083993660855,1341,2524,401,4,0.045454545454545456,41,88
4264,50,0.0585480093676815,430,854,319,5,0.078125,28,64
5703,76,0.06084867894315452,643,1249,455,4,0.041666666666666664,40,96
1301,27,0.0996309963099631,126,271,202,5,0.11363636363636363,18,44
7636,92,0.06096752816434725,702,1509,555,5,0.04950495049504951,36,101
1601,10,0.023255813953488372,225,430,214,3,0.06818181818181818,17,44
11728,147,0.055513595166163145,1374,2648,315,5,0.08620689655172414,20,58
11390,158,0.060167555217060166,1430,2626,404,7,0.08860759493670886,29,79
9292,52,0.02670775552131484,1048,1947,268,3,0.058823529411764705,21,51
8862,88,0.04602510460251046,1031,1912,321,4,0.07272727272727272,18,55
10256,86,0.04148576941630487,1038,2073,403,5,0.06666666666666667,31,75
5941,69,0.05403288958496476,691,1277,420,4,0.05194805194805195,29,77
9860,56,0.028084252758274825,982,1994,225,3,0.06,20,50
7546,60,0.04078857919782461,732,1471,271,4,0.0784313725490196,25,51
2997,33,0.049924357034795766,343,661,453,7,0.08045977011494253,38,87
2119,26,0.0546218487394958,257,476,275,4,0.06349206349206349,29,63
7504,87,0.05776892430278884,716,1506,450,4,0.04878048780487805,35,82
5630,57,0.05084745762711865,534,1121,217,3,0.07317073170731707,14,41
11302,143,0.05643251775848461,1374,2534,599,5,0.03875968992248062,61,129
6426,54,0.03848895224518888,751,1403,430,4,0.04819277108433735,34,83
10629,125,0.054513737461840385,1257,2293,191,2,0.05,12,40
15052,221,0.07322730284956926,1472,3018,318,5,0.08333333333333333,25,60
4457,28,0.03214695752009185,426,871,389,3,0.041666666666666664,33,72
11539,96,0.03976801988400994,1268,2414,160,3,0.09090909090909091,13,33
3057,23,0.0358814352574103,362,641,242,3,0.0625,19,48
2968,36,0.05921052631578947,307,608,362,5,0.060240963855421686,48,83
3744,40,0.055020632737276476,361,727,220,3,0.06666666666666667,16,45
15428,147,0.04221711659965537,1953,3482,230,3,0.06521739130434782,17,46
9410,103,0.05212550607287449,1052,1976,602,4,0.03076923076923077,63,130
2946,48,0.07153502235469449,408,671,236,2,0.045454545454545456,15,44
6621,95,0.0627062706270627,824,1515,235,2,0.038461538461538464,23,52
12429,212,0.07531083481349911,1482,2815,231,3,0.058823529411764705,25,51
6239,32,0.02622950819672131,612,1220,468,6,0.06593406593406594,39,91
8270,87,0.05304878048780488,842,1640,368,4,0.056338028169014086,31,71
3096,36,0.05413533834586466,367,665,217,3,0.06382978723404255,24,47
0,0,0.0,0,0,178,3,0.09375,11,32
12923,141,0.048205128205128206,1664,2925,177,4,0.12903225806451613,11,31
7048,80,0.05394470667565745,756,1483,501,4,0.043010752688172046,36,93
14322,149,0.04746734628862695,1719,3139,245,5,0.10416666666666667,22,48
11723,166,0.06647977573087706,1265,2497,461,4,0.04395604395604396,44,91
