document_char_count,document_sentence_count,document_sentence_density,document_stopword_count,document_word_count,summary_char_count,summary_sentence_count,summary_sentence_density,summary_stopword_count,summary_word_count
10065,136,0.058419243986254296,1296,2328,373,4,0.05128205128205128,39,78
3900,26,0.029714285714285714,493,875,219,3,0.06666666666666667,16,45
27013,203,0.03527980535279805,3088,5754,420,3,0.03571428571428571,32,84
530,8,0.07142857142857142,52,112,386,4,0.05,35,80
8081,56,0.033775633293124246,855,1658,226,3,0.0625,22,48
14248,131,0.04183966783775152,1691,3131,203,4,0.08888888888888889,22,45
8458,86,0.04769828064337216,976,1803,366,4,0.0547945205479452,35,73
11507,111,0.043717999212288305,1362,2539,420,5,0.05952380952380952,38,84
9967,151,0.07065980346279832,1067,2137,251,3,0.05357142857142857,27,56
11965,113,0.045109780439121755,1238,2505,496,5,0.05154639175257732,39,97
9092,83,0.04115022310361924,1135,2017,291,3,0.05454545454545454,21,55
3108,39,0.06027820710973725,344,647,197,3,0.07692307692307693,16,39
12961,119,0.04150680153470527,1586,2867,240,2,0.0425531914893617,18,47
12180,122,0.042912416461484346,1593,2843,338,4,0.058823529411764705,34,68
2198,30,0.061224489795918366,254,490,407,6,0.06818181818181818,39,88
15403,173,0.05331278890600925,1719,3245,206,3,0.06818181818181818,22,44
9761,178,0.07593856655290103,1354,2344,308,3,0.045454545454545456,31,66
26872,223,0.03782225237449118,3277,5896,254,2,0.045454545454545456,23,44
3559,31,0.04579025110782865,297,677,402,6,0.0759493670886076,31,79
6166,59,0.04573643410852713,671,1290,316,4,0.05970149253731343,38,67
11101,135,0.05562422744128554,1372,2427,343,5,0.06666666666666667,33,75
9873,94,0.0425531914893617,1243,2209,386,4,0.05194805194805195,39,77
9021,110,0.06001091107474086,875,1833,437,5,0.05747126436781609,41,87
8698,118,0.0592964824120603,1063,1990,283,3,0.06666666666666667,11,45
7657,146,0.08853850818677987,849,1649,185,2,0.05405405405405406,14,37
10656,108,0.045743329097839895,1352,2361,390,4,0.05714285714285714,31,70
11530,144,0.05858421480878763,1322,2458,224,3,0.06976744186046512,20,43
6727,69,0.0456953642384106,834,1510,412,3,0.039473684210526314,33,76
2787,56,0.09003215434083602,317,622,288,3,0.0625,18,48
6997,44,0.02962962962962963,756,1485,335,2,0.03389830508474576,21,59
3592,37,0.048302872062663184,397,766,256,3,0.058823529411764705,19,51
10367,172,0.07223855522889543,1275,2381,282,4,0.06557377049180328,27,61
10071,94,0.04261106074342702,1202,2206,477,6,0.06451612903225806,39,93
9324,98,0.051715039577836415,976,1895,507,5,0.04950495049504951,44,101
5035,63,0.06069364161849711,529,1038,320,5,0.0684931506849315,39,73
7146,89,0.05712451861360719,871,1558,199,3,0.06818181818181818,20,44
15871,194,0.05405405405405406,1905,3589,245,3,0.06818181818181818,17,44
3594,25,0.03531073446327684,360,708,362,5,0.07936507936507936,26,63
3292,29,0.044072948328267476,312,658,399,5,0.0641025641025641,35,78
5243,89,0.08624031007751938,500,1032,217,3,0.06521739130434782,23,46
14340,234,0.07056694813027745,1849,3316,217,4,0.10810810810810811,14,37
7256,98,0.06128830519074421,879,1599,333,3,0.043478260869565216,34,69
3619,51,0.06692913385826772,360,762,281,5,0.09090909090909091,20,55
11666,127,0.050881410256410256,1338,2496,315,5,0.08064516129032258,28,62
8471,127,0.07203630175836642,935,1763,353,4,0.058823529411764705,29,68
13768,202,0.06882453151618399,1491,2935,164,2,0.06451612903225806,16,31
7779,59,0.038436482084690554,781,1535,466,6,0.06521739130434782,43,92
13104,107,0.03753069098561908,1549,2851,338,6,0.08571428571428572,33,70
10903,123,0.05304010349288486,1185,2319,442,6,0.06521739130434782,39,92
10834,113,0.0474989491382934,1318,2379,320,4,0.06451612903225806,28,62
3356,39,0.05945121951219512,315,656,401,6,0.07894736842105263,36,76
4202,51,0.05828571428571429,459,875,231,3,0.061224489795918366,19,49
8220,56,0.03223949337938975,968,1737,360,4,0.05555555555555555,29,72
4192,34,0.03369672943508424,608,1009,253,3,0.057692307692307696,28,52
10073,119,0.058794466403162056,1009,2024,259,3,0.061224489795918366,25,49
13870,151,0.04939483153418384,1632,3057,226,3,0.06521739130434782,19,46
10780,127,0.057362240289069555,1113,2214,556,6,0.05217391304347826,52,115
7807,85,0.0548033526756931,775,1551,521,4,0.04395604395604396,36,91
10433,81,0.03498920086393088,1322,2315,319,5,0.07462686567164178,29,67
11055,171,0.0703125,1274,2432,260,4,0.07692307692307693,23,52
11819,146,0.05763916304776944,1322,2533,291,5,0.0847457627118644,26,59
17075,176,0.04905239687848383,1866,3588,239,3,0.057692307692307696,25,52
11155,94,0.040188114578879865,1227,2339,578,4,0.03389830508474576,59,118
1658,19,0.054285714285714284,162,350,304,4,0.0625,26,64
3502,32,0.049766718506998445,271,643,455,8,0.0975609756097561,35,82
8149,85,0.048822515795519814,911,1741,371,4,0.04597701149425287,45,87
3216,30,0.046296296296296294,321,648,351,5,0.06756756756756757,36,74
4264,68,0.07257203842049093,495,937,326,4,0.06060606060606061,26,66
2788,44,0.07051282051282051,315,624,190,3,0.08108108108108109,16,37
7114,62,0.041527126590756865,784,1493,396,4,0.04938271604938271,42,81
14143,167,0.05143209116107176,1772,3247,498,6,0.057692307692307696,44,104
10831,142,0.059166666666666666,1347,2400,392,6,0.06666666666666667,48,90
8813,144,0.07269056032306916,1071,1981,248,3,0.06521739130434782,19,46
8795,138,0.07084188911704312,1075,1948,301,6,0.0967741935483871,24,62
12759,136,0.05042639970337412,1500,2697,178,2,0.06896551724137931,10,29
9692,134,0.06177962194559705,1209,2169,292,4,0.06451612903225806,27,62
5857,62,0.04661654135338346,789,1330,326,4,0.06451612903225806,28,62
13891,155,0.04956827630316597,1753,3127,162,2,0.07142857142857142,10,28
16588,181,0.04794701986754967,2165,3775,211,2,0.045454545454545456,16,44
14078,151,0.04880413703943116,1808,3094,305,3,0.0625,17,48
2400,44,0.0838095238095238,245,525,193,6,0.15789473684210525,16,38
16605,161,0.04519932622122403,1967,3562,181,3,0.07692307692307693,19,39
3512,41,0.05799151343705799,368,707,369,6,0.0967741935483871,22,62
10537,160,0.06666666666666667,1347,2400,239,3,0.06382978723404255,20,47
5335,91,0.07508250825082509,686,1212,219,4,0.08888888888888889,19,45
3424,27,0.04265402843601896,317,633,409,6,0.07692307692307693,37,78
8480,92,0.051511758118701005,898,1786,267,5,0.09090909090909091,25,55
8256,89,0.05028248587570622,952,1770,217,5,0.1111111111111111,17,45
10492,103,0.04428202923473775,1297,2326,349,4,0.06451612903225806,25,62
8630,136,0.07427635172037138,880,1831,238,3,0.06382978723404255,20,47
9226,133,0.0640655105973025,1180,2076,573,7,0.05555555555555555,57,126
3756,36,0.04845222072678331,363,743,403,8,0.09876543209876543,40,81
5965,65,0.049429657794676805,702,1315,234,3,0.061224489795918366,19,49
13265,142,0.05165514732630047,1393,2749,285,3,0.05,32,60
6359,57,0.04552715654952077,644,1252,475,5,0.053763440860215055,39,93
10759,120,0.05215123859191656,1295,2301,307,4,0.07142857142857142,26,56
7142,88,0.05590851334180432,835,1574,345,5,0.06097560975609756,41,82
4259,37,0.04120267260579064,464,898,419,5,0.05555555555555555,47,90
11995,91,0.0349060222477944,1450,2607,435,4,0.046511627906976744,39,86
3484,34,0.04613297150610583,389,737,418,4,0.04819277108433735,35,83
12318,172,0.06182602444284687,1472,2782,381,4,0.05,38,80
10027,84,0.04001905669366365,1109,2099,488,4,0.04,49,100
8776,131,0.06975505857294995,906,1878,365,4,0.05128205128205128,41,78
12196,132,0.05028571428571429,1402,2625,381,4,0.05063291139240506,33,79
2831,23,0.03945111492281304,297,583,415,5,0.06097560975609756,37,82
19723,236,0.054377880184331796,2310,4340,477,5,0.05154639175257732,40,97
3712,47,0.06088082901554404,391,772,238,3,0.06521739130434782,18,46
2933,34,0.05014749262536873,380,678,420,7,0.09210526315789473,32,76
11615,191,0.07188558524651863,1429,2657,253,3,0.05454545454545454,28,55
5546,59,0.049003322259136214,614,1204,463,4,0.0449438202247191,37,89
2805,29,0.04393939393939394,361,660,222,3,0.07317073170731707,16,41
11789,130,0.05229283990345937,1327,2486,420,6,0.06818181818181818,47,88
14751,128,0.038834951456310676,1812,3296,247,3,0.0625,18,48
5363,63,0.05155482815057283,687,1222,363,5,0.07246376811594203,28,69
6187,44,0.0334855403348554,771,1314,450,4,0.05194805194805195,29,77
3024,31,0.04821150855365474,302,643,331,3,0.046153846153846156,27,65
19519,210,0.04772727272727273,2489,4400,354,3,0.04,41,75
2685,20,0.03496503496503497,298,572,332,4,0.05405405405405406,34,74
9769,90,0.04433497536945813,1016,2030,320,3,0.04838709677419355,21,62
3357,28,0.041237113402061855,348,679,341,6,0.08571428571428572,36,70
5718,88,0.06646525679758308,713,1324,340,5,0.07936507936507936,23,63
12455,215,0.07575757575757576,1469,2838,301,3,0.04918032786885246,26,61
6540,39,0.027253668763102725,725,1431,307,3,0.05555555555555555,18,54
7009,109,0.07379823967501693,744,1477,355,4,0.0547945205479452,31,73
11896,177,0.06493030080704329,1439,2726,264,3,0.05084745762711865,28,59
3067,32,0.047337278106508875,396,676,409,8,0.09195402298850575,41,87
7229,118,0.07239263803680981,885,1630,260,3,0.05555555555555555,25,54
6788,73,0.053013798111837325,680,1377,393,5,0.06578947368421052,32,76
5041,43,0.041346153846153845,530,1040,376,3,0.043478260869565216,30,69
9319,113,0.053860819828408006,1146,2098,433,4,0.047058823529411764,36,85
10442,113,0.0498676081200353,1235,2266,240,2,0.043478260869565216,17,46
2953,53,0.07981927710843373,378,664,243,4,0.08333333333333333,23,48
3280,32,0.0471976401179941,350,678,324,5,0.07692307692307693,31,65
9215,100,0.04672897196261682,1157,2140,438,8,0.08888888888888889,40,90
1894,32,0.07673860911270983,171,417,273,3,0.058823529411764705,20,51
7120,91,0.054458408138839016,922,1671,278,4,0.06779661016949153,27,59
3977,57,0.06182212581344902,457,922,178,3,0.07894736842105263,20,38
5476,103,0.08435708435708436,696,1221,197,2,0.05263157894736842,16,38
9266,82,0.04299947561615102,1018,1907,449,5,0.053763440860215055,45,93
2965,27,0.046875,286,576,526,5,0.050505050505050504,39,99
5563,42,0.03532380151387721,650,1189,272,5,0.08928571428571429,26,56
2631,32,0.055267702936096716,325,579,399,7,0.08641975308641975,40,81
14277,144,0.04594767070835992,1725,3134,442,6,0.07058823529411765,41,85
7595,110,0.06602641056422569,868,1666,437,6,0.06741573033707865,38,89
11559,167,0.06495527032283158,1456,2571,350,5,0.06944444444444445,29,72
13110,108,0.0391020999275887,1491,2762,207,3,0.06818181818181818,21,44
3747,48,0.06091370558375635,399,788,339,6,0.07894736842105263,41,76
11390,194,0.07228017883755589,1364,2684,226,4,0.0851063829787234,22,47
8929,101,0.0536663124335813,1026,1882,608,7,0.06086956521739131,53,115
6576,80,0.053763440860215055,806,1488,386,4,0.04819277108433735,37,83
5563,63,0.04779969650986343,760,1318,226,3,0.07142857142857142,17,42
3236,19,0.027656477438136828,352,687,291,3,0.04838709677419355,24,62
3152,41,0.06821963394342762,270,601,330,9,0.125,34,72
7934,106,0.061307113938692884,862,1729,284,3,0.05263157894736842,22,57
2603,26,0.04905660377358491,249,530,314,4,0.058823529411764705,31,68
3257,46,0.06609195402298851,373,696,186,3,0.09090909090909091,10,33
3133,27,0.044850498338870434,260,602,449,5,0.06329113924050633,27,79
12059,87,0.036462699077954734,1193,2386,194,2,0.05405405405405406,16,37
1070,8,0.0311284046692607,134,257,125,2,0.08333333333333333,8,24
12040,183,0.07049306625577811,1256,2596,198,3,0.06666666666666667,17,45
3163,24,0.03858520900321544,298,622,443,5,0.05555555555555555,37,90
6684,77,0.04913848117421825,909,1567,303,3,0.05172413793103448,23,58
8578,73,0.03956639566395664,1003,1845,328,5,0.07352941176470588,33,68
10836,110,0.045548654244306416,1370,2415,222,3,0.07142857142857142,20,42
7482,101,0.06106408706166868,856,1654,307,5,0.07246376811594203,33,69
14052,128,0.04189852700490999,1762,3055,348,5,0.07352941176470588,26,68
10474,117,0.05142857142857143,1247,2275,286,3,0.061224489795918366,19,49
3938,80,0.08501594048884166,528,941,203,5,0.12195121951219512,18,41
2922,47,0.07692307692307693,296,611,342,5,0.08333333333333333,24,60
10111,119,0.05406633348477965,1149,2201,178,5,0.1388888888888889,12,36
3516,24,0.032520325203252036,386,738,452,6,0.05825242718446602,48,103
7645,88,0.053108026554013275,898,1657,669,5,0.03875968992248062,60,129
3500,39,0.058383233532934134,308,668,331,5,0.08064516129032258,27,62
622,6,0.0410958904109589,60,146,89,2,0.125,4,16
9515,123,0.05804624823029731,1103,2119,279,4,0.06896551724137931,26,58
2781,38,0.06701940035273368,286,567,340,5,0.07462686567164178,31,67
9577,121,0.058229066410009626,1101,2078,259,3,0.06521739130434782,18,46
7456,106,0.061952074810052604,965,1711,221,3,0.06521739130434782,16,46
4868,89,0.07890070921985816,608,1128,200,3,0.075,13,40
3964,65,0.07311586051743532,473,889,269,3,0.05,24,60
3184,31,0.0484375,310,640,445,7,0.08045977011494253,36,87
3713,44,0.05385556915544676,443,817,271,3,0.05084745762711865,30,59
16648,130,0.03711104767342278,1914,3503,317,3,0.05263157894736842,22,57
8958,154,0.0731244064577398,1162,2106,194,3,0.075,18,40
3316,35,0.050143266475644696,371,698,364,5,0.06756756756756757,41,74
2141,30,0.05859375,292,512,318,5,0.0684931506849315,38,73
2822,38,0.06985294117647059,245,544,236,3,0.06666666666666667,15,45
8485,79,0.04267963263101027,972,1851,283,3,0.05454545454545454,27,55
7964,133,0.07446808510638298,937,1786,335,3,0.0410958904109589,37,73
5111,41,0.04187946884576098,483,979,403,3,0.04,29,75
10315,64,0.029344337459880788,1184,2181,384,5,0.06578947368421052,28,76
8816,49,0.02784090909090909,959,1760,435,5,0.06493506493506493,32,77
18634,236,0.057928325969563085,2191,4074,226,3,0.07894736842105263,10,38
2690,57,0.09390444810543658,303,607,236,3,0.07142857142857142,14,42
9308,80,0.040100250626566414,1104,1995,312,4,0.057971014492753624,31,69
3135,31,0.04732824427480916,329,655,423,6,0.06896551724137931,41,87
6769,79,0.054072553045859,796,1461,336,3,0.041666666666666664,33,72
11246,224,0.08678806664083688,1363,2581,366,4,0.05405405405405406,32,74
5363,40,0.0353045013239188,626,1133,349,4,0.06779661016949153,23,59
10222,148,0.07287050713934022,1052,2031,254,4,0.08333333333333333,15,48
3037,37,0.054093567251461985,381,684,205,2,0.043478260869565216,19,46
3287,46,0.06044678055190539,414,761,269,5,0.08196721311475409,25,61
4556,45,0.045965270684371805,516,979,240,4,0.09523809523809523,16,42
15203,134,0.04039794995477841,1745,3317,255,4,0.06666666666666667,32,60
13892,161,0.05193548387096774,1733,3100,280,4,0.07407407407407407,19,54
5201,56,0.05123513266239707,581,1093,305,4,0.06557377049180328,20,61
7360,56,0.03546548448385054,883,1579,395,5,0.058823529411764705,47,85
10782,116,0.04978540772532189,1285,2330,366,3,0.041666666666666664,30,72
2877,36,0.06486486486486487,264,555,345,3,0.04285714285714286,30,70
10688,157,0.06624472573839663,1307,2370,201,3,0.075,18,40
14754,223,0.06878470080197409,1706,3242,201,4,0.1,19,40
8031,87,0.05464824120603015,766,1592,258,3,0.058823529411764705,20,51
6216,41,0.03346938775510204,608,1225,332,3,0.04477611940298507,28,67
3490,39,0.05909090909090909,316,660,441,7,0.07954545454545454,37,88
13252,146,0.052480230050323505,1499,2782,447,5,0.05952380952380952,45,84
11286,161,0.0644515612489992,1298,2498,211,2,0.05128205128205128,15,39
6570,77,0.055756698044895005,696,1381,393,4,0.05555555555555555,31,72
3112,35,0.05384615384615385,322,650,409,7,0.08333333333333333,40,84
3586,46,0.0530565167243368,471,867,226,2,0.05555555555555555,11,36
5586,48,0.04085106382978723,606,1175,377,5,0.06944444444444445,35,72
9114,93,0.048589341692789965,1037,1914,264,5,0.10869565217391304,17,46
10881,119,0.05317247542448615,1112,2238,523,4,0.041237113402061855,31,97
6969,98,0.06430446194225722,828,1524,344,3,0.04838709677419355,22,62
4361,64,0.06652806652806653,512,962,233,2,0.046511627906976744,13,43
16880,213,0.06106651376146789,1821,3488,196,2,0.058823529411764705,10,34
11486,153,0.058800922367409685,1391,2602,287,3,0.04838709677419355,25,62
7068,114,0.07169811320754717,880,1590,255,3,0.05660377358490566,21,53
14271,247,0.07733249843456481,1682,3194,271,3,0.05357142857142857,23,56
11721,74,0.029971648440664238,1334,2469,268,4,0.08333333333333333,21,48
4252,62,0.0649895178197065,539,954,273,4,0.07407407407407407,24,54
13381,242,0.07841866493843162,1574,3086,155,3,0.09375,16,32
13164,182,0.062179706183805944,1639,2927,214,2,0.05128205128205128,12,39
6219,84,0.06117989803350328,759,1373,555,5,0.043859649122807015,52,114
13299,159,0.054865424430641824,1475,2898,261,4,0.08888888888888889,16,45
12542,127,0.04629967189208895,1519,2743,235,3,0.0625,19,48
3727,53,0.06700379266750948,363,791,366,6,0.08108108108108109,36,74
3876,60,0.07380073800738007,398,813,271,4,0.06349206349206349,27,63
10949,124,0.053936494127881686,1236,2299,383,5,0.06493506493506493,37,77
3991,37,0.04849279161205767,355,763,534,7,0.06796116504854369,40,103
4391,46,0.051111111111111114,445,900,334,4,0.05714285714285714,30,70
2708,26,0.045936395759717315,296,566,291,3,0.04918032786885246,25,61
8286,127,0.07290470723306544,876,1742,296,3,0.05555555555555555,24,54
4133,57,0.06312292358803986,456,903,315,3,0.05454545454545454,16,55
3708,27,0.038461538461538464,306,702,316,5,0.09259259259259259,18,54
5392,57,0.050621669626998225,560,1126,379,3,0.04411764705882353,21,68
10950,123,0.04880952380952381,1384,2520,349,3,0.04411764705882353,28,68
14388,229,0.07368082368082368,1555,3108,296,3,0.05357142857142857,23,56
11596,159,0.06294536817102138,1380,2526,383,6,0.07058823529411765,42,85
14935,185,0.05360764995653434,1892,3451,265,3,0.05555555555555555,21,54
13446,167,0.060071942446043164,1374,2780,174,2,0.0625,7,32
13750,245,0.07506127450980392,1674,3264,226,3,0.06666666666666667,18,45
10190,85,0.03803131991051454,1230,2235,534,8,0.07339449541284404,51,109
5973,81,0.06022304832713755,763,1345,290,2,0.04081632653061224,18,49
4041,31,0.03780487804878049,429,820,187,3,0.1,8,30
3184,39,0.05539772727272727,352,704,418,7,0.08045977011494253,32,87
3170,26,0.040625,304,640,386,5,0.06578947368421052,31,76
3087,29,0.0444104134762634,343,653,422,8,0.0975609756097561,37,82
7417,87,0.051418439716312055,891,1692,399,4,0.04395604395604396,54,91
6083,51,0.039627039627039624,666,1287,319,3,0.04918032786885246,20,61
9661,153,0.06882591093117409,1235,2223,423,5,0.05813953488372093,40,86
3789,45,0.05447941888619855,442,826,260,6,0.13043478260869565,17,46
8711,81,0.044850498338870434,945,1806,297,6,0.09375,30,64
4541,60,0.05785920925747348,565,1037,276,3,0.05357142857142857,24,56
8466,83,0.04547945205479452,947,1825,359,3,0.036585365853658534,40,82
8550,84,0.042879019908116385,1106,1959,399,7,0.07865168539325842,36,89
3377,36,0.05546995377503852,290,649,331,5,0.08333333333333333,22,60
10380,135,0.058823529411764705,1236,2295,195,4,0.10526315789473684,13,38
14585,196,0.05942995755003032,1729,3298,225,3,0.07142857142857142,17,42
0,0,0.0,0,0,305,4,0.06349206349206349,30,63
6474,61,0.04420289855072464,710,1380,576,6,0.05405405405405406,42,111
4322,53,0.06393244873341375,398,829,357,3,0.04,35,75
3356,34,0.05052005943536404,317,673,462,7,0.08139534883720931,35,86
3207,23,0.03565891472868217,308,645,389,6,0.08450704225352113,29,71
12014,83,0.0337261275904104,1313,2461,287,3,0.06,26,50
6315,119,0.08717948717948718,691,1365,284,10,0.17543859649122806,26,57
11309,137,0.05504218561671354,1326,2489,182,3,0.07317073170731707,17,41
14821,153,0.04808296668761785,1653,3182,185,3,0.07692307692307693,12,39
12200,99,0.0379746835443038,1383,2607,276,3,0.05084745762711865,25,59
3532,48,0.06732117812061711,331,713,386,6,0.08823529411764706,23,68
12452,204,0.07180570221752904,1545,2841,275,3,0.046875,32,64
3649,38,0.045077105575326216,491,843,198,3,0.07317073170731707,19,41
12952,210,0.07226428079834825,1617,2906,270,3,0.06,17,50
3580,29,0.043219076005961254,303,671,382,7,0.08860759493670886,38,79
12848,144,0.05161290322580645,1462,2790,282,3,0.05555555555555555,22,54
7770,85,0.0480225988700565,1000,1770,260,3,0.058823529411764705,21,51
2941,32,0.05263157894736842,303,608,234,3,0.06976744186046512,20,43
2819,39,0.06393442622950819,313,610,515,5,0.045454545454545456,52,110
12741,181,0.06674041297935103,1399,2712,502,7,0.07526881720430108,37,93
10478,214,0.08294573643410853,1495,2580,257,3,0.05555555555555555,26,54
6222,96,0.06911447084233262,737,1389,399,3,0.045454545454545456,26,66
12093,127,0.049531981279251174,1394,2564,298,3,0.05555555555555555,21,54
3459,67,0.08781127129750983,390,763,212,3,0.07692307692307693,16,39
11837,144,0.05413533834586466,1461,2660,200,3,0.075,14,40
14179,116,0.039889958734525444,1469,2908,253,3,0.06976744186046512,14,43
3659,35,0.0421179302045728,460,831,248,3,0.06666666666666667,15,45
4472,40,0.043478260869565216,459,920,271,4,0.08163265306122448,17,49
12554,135,0.04936014625228519,1453,2735,256,4,0.07407407407407407,24,54
8225,98,0.051201671891327065,1046,1914,170,3,0.07894736842105263,15,38
6941,108,0.07302231237322515,797,1479,289,3,0.05263157894736842,25,57
12839,170,0.060113154172560114,1463,2828,260,3,0.06,22,50
14248,150,0.04770992366412214,1635,3144,409,3,0.0410958904109589,28,73
12511,97,0.03679817905918058,1412,2636,398,6,0.07317073170731707,34,82
3254,15,0.023148148148148147,303,648,441,5,0.06172839506172839,31,81
12854,162,0.05988909426987061,1388,2705,184,6,0.16216216216216217,19,37
12324,181,0.0697495183044316,1398,2595,283,3,0.06521739130434782,19,46
8340,74,0.040151926207270754,1033,1843,510,6,0.06,48,100
11589,121,0.047432379459035674,1321,2551,372,4,0.05714285714285714,27,70
13536,165,0.051530293566520925,1844,3202,235,3,0.06666666666666667,19,45
15430,141,0.04490445859872611,1583,3140,252,3,0.058823529411764705,21,51
7440,79,0.05038265306122449,861,1568,615,5,0.04310344827586207,53,116
7209,75,0.050951086956521736,806,1472,423,4,0.05128205128205128,32,78
11241,99,0.038047655649500384,1467,2602,254,3,0.0625,15,48
16996,192,0.051336898395721926,1994,3740,194,2,0.05128205128205128,17,39
12147,137,0.05324523902059852,1399,2573,230,3,0.0625,18,48
3284,32,0.0471976401179941,360,678,224,3,0.06818181818181818,18,44
6306,67,0.05254901960784314,623,1275,386,6,0.07792207792207792,35,77
5572,73,0.05925324675324675,698,1232,348,5,0.06756756756756757,36,74
2658,26,0.04634581105169341,296,561,166,2,0.06060606060606061,13,33
12570,183,0.06890060240963855,1376,2656,289,3,0.05,27,60
6139,71,0.05137481910274964,755,1382,127,3,0.0967741935483871,16,31
2603,26,0.046511627906976744,295,559,586,5,0.0390625,67,128
2703,29,0.05380333951762523,256,539,308,4,0.06557377049180328,27,61
9529,128,0.06139088729016787,1053,2085,352,5,0.07142857142857142,31,70
2488,35,0.05912162162162162,303,592,337,6,0.0821917808219178,33,73
7137,83,0.05514950166112957,735,1505,430,4,0.04597701149425287,42,87
9351,71,0.03794762159273116,987,1871,458,3,0.0379746835443038,34,79
6907,77,0.04980595084087969,869,1546,260,4,0.08888888888888889,15,45
7767,91,0.055896805896805894,844,1628,211,3,0.075,18,40
11611,158,0.05933158092377019,1489,2663,330,3,0.05263157894736842,21,57
11871,137,0.05225019069412662,1399,2622,197,2,0.05128205128205128,16,39
8899,121,0.06463675213675214,986,1872,389,3,0.03896103896103896,34,77
13270,134,0.046032291308828584,1563,2911,283,3,0.05084745762711865,23,59
3033,21,0.033925686591276254,308,619,400,3,0.039473684210526314,29,76
10987,133,0.05459770114942529,1372,2436,422,4,0.04819277108433735,33,83
2680,36,0.056782334384858045,335,634,245,5,0.11904761904761904,13,42
5360,61,0.05281385281385281,607,1155,338,5,0.07142857142857142,29,70
8213,98,0.05747800586510264,892,1705,225,3,0.07692307692307693,12,39
8605,78,0.04482758620689655,900,1740,455,5,0.05319148936170213,46,94
12738,127,0.04652014652014652,1435,2730,519,4,0.03636363636363636,50,110
1531,13,0.041666666666666664,153,312,316,3,0.05172413793103448,20,58
8482,109,0.056041131105398455,1045,1945,344,4,0.06060606060606061,27,66
3324,25,0.038109756097560975,291,656,426,7,0.07777777777777778,43,90
7992,69,0.039586919104991396,976,1743,352,4,0.05405405405405406,33,74
7547,86,0.04971098265895954,998,1730,368,6,0.08,32,75
12038,158,0.060351413292589765,1381,2618,348,4,0.05263157894736842,36,76
2943,28,0.04552845528455285,318,615,301,4,0.05970149253731343,34,67
4213,38,0.04241071428571429,486,896,310,5,0.07575757575757576,36,66
4881,34,0.03420523138832998,479,994,302,4,0.06349206349206349,30,63
1881,25,0.06426735218508997,198,389,213,4,0.0851063829787234,21,47
3010,27,0.0453781512605042,290,595,278,4,0.06896551724137931,29,58
4639,72,0.06527651858567543,551,1103,390,5,0.06172839506172839,30,81
8154,54,0.03368683718028696,811,1603,293,3,0.058823529411764705,20,51
8793,73,0.042196531791907514,898,1730,463,4,0.043010752688172046,43,93
20594,300,0.06457167455876023,2554,4646,237,3,0.06666666666666667,17,45
10659,153,0.06283367556468172,1370,2435,208,3,0.08333333333333333,12,36
4533,36,0.036923076923076927,499,975,320,4,0.05970149253731343,29,67
5264,72,0.06382978723404255,592,1128,421,6,0.07142857142857142,40,84
12646,152,0.05187713310580205,1586,2930,181,3,0.08108108108108109,10,37
2797,29,0.04434250764525994,316,654,414,7,0.07865168539325842,40,89
4142,46,0.049145299145299144,479,936,327,5,0.06666666666666667,33,75
2738,27,0.04695652173913043,283,575,196,2,0.05405405405405406,14,37
8670,93,0.05272108843537415,880,1764,513,4,0.04819277108433735,30,83
11743,118,0.045701006971340045,1459,2582,255,4,0.07547169811320754,23,53
7327,77,0.048734177215189876,823,1580,170,3,0.08333333333333333,15,36
2627,35,0.06108202443280977,319,573,422,5,0.06578947368421052,33,76
3090,28,0.04713804713804714,273,594,388,6,0.08333333333333333,27,72
6596,86,0.057104913678618856,836,1506,242,3,0.06976744186046512,22,43
8574,133,0.06580900544285008,1120,2021,221,4,0.0784313725490196,23,51
11122,148,0.05769980506822612,1421,2565,378,4,0.05263157894736842,35,76
3440,28,0.04327666151468315,302,647,410,7,0.0875,36,80
5345,48,0.04148660328435609,647,1157,216,4,0.08888888888888889,17,45
3470,35,0.051698670605613,350,677,412,6,0.08,30,75
9057,61,0.03335155822854018,924,1829,432,5,0.0625,33,80
7284,108,0.06865861411315957,825,1573,307,4,0.06349206349206349,27,63
3225,22,0.03709949409780776,282,593,428,5,0.0641025641025641,33,78
16047,188,0.05298759864712514,1938,3548,397,3,0.04054054054054054,28,74
17008,195,0.050967067433350756,2113,3826,274,3,0.05660377358490566,20,53
14588,187,0.060912052117263846,1607,3070,274,3,0.05263157894736842,25,57
14401,136,0.04401294498381877,1632,3090,296,4,0.06896551724137931,20,58
11059,122,0.052563550193881946,1268,2321,648,5,0.038461538461538464,64,130
14929,167,0.05308328035600763,1632,3146,214,2,0.05263157894736842,13,38
9373,115,0.0592173017507724,1001,1942,300,3,0.05172413793103448,26,58
8942,122,0.06234031681144609,1050,1957,454,6,0.0625,46,96
8480,93,0.050516023900054316,1017,1841,314,4,0.06153846153846154,29,65
9532,71,0.035553329994992486,1120,1997,321,5,0.09090909090909091,18,55
19245,146,0.035784313725490194,2236,4080,208,2,0.06060606060606061,12,33
11438,114,0.04748021657642649,1225,2401,445,5,0.05747126436781609,33,87
15547,304,0.08055113937466879,2046,3774,235,3,0.0625,16,48
8815,91,0.050137741046831955,940,1815,406,4,0.04819277108433735,37,83
16780,157,0.04299014238773275,2000,3652,349,5,0.07936507936507936,20,63
18933,378,0.08655827799404625,2194,4367,188,2,0.05,15,40
